timestamp,transaction_type,channel,amount_band,hour_of_day,recent_transaction_count,minutes_since_previous_transaction,device_change,distance_from_recent_pattern,recent_failed_transaction_count,manual_review_required
2025-01-04T07:37:00Z,external_transfer,mobile,25_to_99,1,1,22.73,false,0.162,1,1
2025-01-04T07:54:00Z,debit_purchase,mobile,25_to_99,5,2,110.91,false,0.246,0,0
2025-01-04T08:11:00Z,internal_transfer,mobile,100_to_499,18,2,20.04,true,0.288,1,1
2025-01-04T08:28:00Z,deposit,web,25_to_99,12,2,68.08,false,0.165,0,0
2025-01-04T08:45:00Z,debit_purchase,mobile,under_25,1,2,46.78,false,0.265,0,0
2025-01-04T09:02:00Z,external_transfer,mobile,under_25,11,1,36.58,false,0.039,0,0
2025-01-04T09:19:00Z,bill_payment,mobile,100_to_499,21,4,12.35,true,0.317,1,0
2025-01-04T09:36:00Z,atm_withdrawal,mobile,under_25,16,6,4.17,false,0.547,0,0
2025-01-04T09:53:00Z,bill_payment,web,under_25,2,1,50.78,true,0.647,0,0
2025-01-04T10:10:00Z,bill_payment,mobile,100_to_499,14,4,89.11,false,0.558,0,1
2025-01-04T10:27:00Z,bill_payment,mobile,100_to_499,11,6,1.61,false,0.090,0,1
2025-01-04T10:44:00Z,debit_purchase,web,500_to_999,15,3,196.83,false,0.149,1,1
2025-01-04T11:01:00Z,debit_purchase,web,100_to_499,16,5,62.23,false,0.230,0,1
2025-01-04T11:18:00Z,debit_purchase,mobile,under_25,11,0,44.49,false,0.145,0,1
2025-01-04T11:35:00Z,bill_payment,mobile,1000_to_2499,9,3,25.35,false,0.337,1,0
2025-01-04T11:52:00Z,external_transfer,web,100_to_499,7,2,23.97,false,0.464,0,0
2025-01-04T12:09:00Z,atm_withdrawal,web,100_to_499,8,3,55.69,false,0.391,0,1
2025-01-04T12:26:00Z,internal_transfer,web,under_25,23,3,16.75,false,0.054,0,0
2025-01-04T12:43:00Z,internal_transfer,mobile,25_to_99,17,0,31.61,false,0.249,0,0
2025-01-04T13:00:00Z,debit_purchase,web,100_to_499,5,2,37.98,true,0.519,0,1
2025-01-04T13:17:00Z,external_transfer,web,100_to_499,12,3,41.15,true,0.187,0,0
2025-01-04T13:34:00Z,debit_purchase,branch_assisted,100_to_499,10,4,8.17,false,0.279,1,0
2025-01-04T13:51:00Z,internal_transfer,atm,25_to_99,2,2,52.86,false,0.408,0,0
2025-01-04T14:08:00Z,bill_payment,mobile,100_to_499,20,2,7.08,false,0.201,0,0
2025-01-04T14:25:00Z,internal_transfer,atm,1000_to_2499,20,1,106.84,false,0.234,0,0
2025-01-04T14:42:00Z,atm_withdrawal,mobile,under_25,12,3,74.97,true,0.159,0,0
2025-01-04T14:59:00Z,internal_transfer,mobile,500_to_999,0,1,3.71,false,0.056,0,0
2025-01-04T15:16:00Z,atm_withdrawal,mobile,500_to_999,5,2,8.73,false,0.522,0,0
2025-01-04T15:33:00Z,debit_purchase,atm,500_to_999,2,3,14.06,false,0.297,0,0
2025-01-04T15:50:00Z,internal_transfer,web,100_to_499,1,1,9.77,false,0.423,0,0
2025-01-04T16:07:00Z,debit_purchase,mobile,1000_to_2499,16,1,26.68,true,0.370,0,0
2025-01-04T16:24:00Z,atm_withdrawal,branch_assisted,100_to_499,15,3,65.50,false,0.163,2,0
2025-01-04T16:41:00Z,external_transfer,mobile,500_to_999,14,2,48.16,false,0.306,1,0
2025-01-04T16:58:00Z,internal_transfer,web,under_25,1,1,1.84,true,0.140,0,0
2025-01-04T17:15:00Z,atm_withdrawal,atm,under_25,4,0,3.75,false,0.178,1,0
2025-01-04T17:32:00Z,debit_purchase,mobile,1000_to_2499,9,1,20.87,false,0.335,1,0
2025-01-04T17:49:00Z,bill_payment,web,25_to_99,20,3,1.68,false,0.168,0,1
2025-01-04T18:06:00Z,atm_withdrawal,atm,under_25,5,4,17.36,false,0.310,0,0
2025-01-04T18:23:00Z,atm_withdrawal,web,under_25,19,3,30.32,false,0.190,0,0
2025-01-04T18:40:00Z,atm_withdrawal,web,25_to_99,19,2,41.79,false,0.327,0,0
2025-01-04T18:57:00Z,bill_payment,mobile,100_to_499,15,2,25.30,false,0.140,0,1
2025-01-04T19:14:00Z,atm_withdrawal,mobile,25_to_99,5,2,40.23,false,0.274,0,0
2025-01-04T19:31:00Z,debit_purchase,mobile,under_25,19,3,86.06,false,0.364,2,1
2025-01-04T19:48:00Z,external_transfer,mobile,under_25,4,4,16.13,false,0.571,0,0
2025-01-04T20:05:00Z,debit_purchase,mobile,100_to_499,22,3,74.57,true,0.278,0,0
2025-01-04T20:22:00Z,debit_purchase,mobile,100_to_499,14,2,28.13,false,0.034,0,0
2025-01-04T20:39:00Z,external_transfer,mobile,500_to_999,0,2,16.59,false,0.070,0,0
2025-01-04T20:56:00Z,bill_payment,web,100_to_499,11,1,19.13,true,0.490,0,0
2025-01-04T21:13:00Z,internal_transfer,atm,100_to_499,12,3,10.60,false,0.064,0,0
2025-01-04T21:30:00Z,internal_transfer,branch_assisted,100_to_499,4,2,54.05,false,0.458,0,0
2025-01-04T21:47:00Z,internal_transfer,mobile,500_to_999,21,2,55.53,false,0.258,2,0
2025-01-04T22:04:00Z,debit_purchase,branch_assisted,500_to_999,21,3,7.58,false,0.375,2,0
2025-01-04T22:21:00Z,bill_payment,mobile,under_25,21,1,144.80,false,0.232,0,0
2025-01-04T22:38:00Z,deposit,branch_assisted,25_to_99,12,1,34.58,false,0.309,0,0
2025-01-04T22:55:00Z,debit_purchase,atm,100_to_499,3,2,3.36,false,0.243,0,0
2025-01-04T23:12:00Z,deposit,mobile,500_to_999,19,2,15.85,false,0.303,0,0
2025-01-04T23:29:00Z,internal_transfer,mobile,100_to_499,19,3,44.65,false,0.527,0,1
2025-01-04T23:46:00Z,atm_withdrawal,web,100_to_499,10,1,3.12,false,0.326,1,0
2025-01-05T00:03:00Z,debit_purchase,mobile,2500_plus,21,1,11.67,false,0.111,1,0
2025-01-05T00:20:00Z,bill_payment,mobile,100_to_499,5,1,20.11,false,0.283,1,0
2025-01-05T00:37:00Z,debit_purchase,web,25_to_99,14,3,49.52,false,0.501,1,1
2025-01-05T00:54:00Z,internal_transfer,branch_assisted,500_to_999,11,1,17.43,true,0.146,0,0
2025-01-05T01:11:00Z,deposit,web,25_to_99,19,4,101.21,false,0.597,0,0
2025-01-05T01:28:00Z,internal_transfer,web,under_25,6,3,15.07,false,0.488,0,1
2025-01-05T01:45:00Z,debit_purchase,web,500_to_999,20,2,17.14,false,0.115,0,0
2025-01-05T02:02:00Z,bill_payment,mobile,25_to_99,4,3,8.92,false,0.096,0,0
2025-01-05T02:19:00Z,debit_purchase,mobile,25_to_99,22,0,88.34,false,0.112,0,0
2025-01-05T02:36:00Z,atm_withdrawal,web,25_to_99,17,3,15.82,false,0.393,1,1
2025-01-05T02:53:00Z,internal_transfer,mobile,1000_to_2499,10,1,311.71,false,0.199,0,0
2025-01-05T03:10:00Z,external_transfer,web,500_to_999,1,3,12.33,false,0.101,2,1
2025-01-05T03:27:00Z,deposit,mobile,25_to_99,10,1,39.27,false,0.113,0,0
2025-01-05T03:44:00Z,bill_payment,mobile,500_to_999,19,2,31.60,false,0.373,1,0
2025-01-05T04:01:00Z,debit_purchase,mobile,25_to_99,10,3,50.27,false,0.044,0,0
2025-01-05T04:18:00Z,deposit,mobile,500_to_999,8,1,18.03,false,0.608,0,0
2025-01-05T04:35:00Z,debit_purchase,branch_assisted,2500_plus,18,3,59.30,false,0.318,0,0
2025-01-05T04:52:00Z,internal_transfer,web,100_to_499,18,2,7.31,false,0.185,2,1
2025-01-05T05:09:00Z,atm_withdrawal,web,100_to_499,22,1,28.80,false,0.163,0,0
2025-01-05T05:26:00Z,internal_transfer,mobile,2500_plus,10,4,12.61,false,0.344,2,0
2025-01-05T05:43:00Z,debit_purchase,web,25_to_99,20,2,16.74,true,0.209,0,1
2025-01-05T06:00:00Z,bill_payment,web,under_25,10,1,28.55,false,0.042,0,0
2025-01-05T06:17:00Z,bill_payment,web,under_25,11,0,88.00,false,0.515,0,0
2025-01-05T06:34:00Z,internal_transfer,mobile,1000_to_2499,4,0,34.09,false,0.250,0,1
2025-01-05T06:51:00Z,debit_purchase,branch_assisted,under_25,10,2,15.52,false,0.034,1,0
2025-01-05T07:08:00Z,deposit,atm,25_to_99,6,1,35.44,false,0.050,1,0
2025-01-05T07:25:00Z,debit_purchase,atm,25_to_99,2,5,5.21,false,0.258,0,0
2025-01-05T07:42:00Z,debit_purchase,mobile,under_25,10,4,22.10,false,0.337,0,0
2025-01-05T07:59:00Z,internal_transfer,web,100_to_499,19,5,67.28,false,0.182,1,1
2025-01-05T08:16:00Z,deposit,mobile,2500_plus,15,5,8.40,false,0.373,0,1
2025-01-05T08:33:00Z,internal_transfer,mobile,1000_to_2499,17,4,103.43,false,0.337,0,1
2025-01-05T08:50:00Z,debit_purchase,mobile,25_to_99,7,5,11.14,false,0.265,1,0
2025-01-05T09:07:00Z,bill_payment,mobile,2500_plus,23,2,86.25,false,0.585,0,0
2025-01-05T09:24:00Z,debit_purchase,branch_assisted,100_to_499,4,2,20.34,false,0.147,0,0
2025-01-05T09:41:00Z,bill_payment,mobile,under_25,16,5,57.04,false,0.444,1,0
2025-01-05T09:58:00Z,external_transfer,mobile,1000_to_2499,18,2,44.31,false,0.285,0,0
2025-01-05T10:15:00Z,debit_purchase,web,under_25,18,2,58.41,false,0.229,0,0
2025-01-05T10:32:00Z,external_transfer,mobile,25_to_99,15,2,103.06,false,0.185,0,0
2025-01-05T10:49:00Z,debit_purchase,web,under_25,8,2,43.78,false,0.397,0,0
2025-01-05T11:06:00Z,deposit,web,25_to_99,7,4,48.31,false,0.176,0,0
2025-01-05T11:23:00Z,debit_purchase,web,100_to_499,4,4,20.87,false,0.506,0,1
2025-01-05T11:40:00Z,deposit,mobile,under_25,22,2,35.36,false,0.008,0,0
2025-01-05T11:57:00Z,debit_purchase,mobile,25_to_99,23,0,5.14,false,0.507,0,0
2025-01-05T12:14:00Z,internal_transfer,mobile,under_25,10,1,145.80,false,0.352,0,0
2025-01-05T12:31:00Z,internal_transfer,mobile,under_25,0,6,63.52,false,0.504,0,1
2025-01-05T12:48:00Z,bill_payment,mobile,100_to_499,10,2,43.18,false,0.421,0,0
2025-01-05T13:05:00Z,external_transfer,web,2500_plus,0,6,19.80,true,0.335,0,1
2025-01-05T13:22:00Z,deposit,mobile,1000_to_2499,9,2,70.32,false,0.571,1,1
2025-01-05T13:39:00Z,bill_payment,web,25_to_99,16,0,95.83,false,0.579,0,1
2025-01-05T13:56:00Z,debit_purchase,branch_assisted,25_to_99,17,5,0.97,false,0.376,0,0
2025-01-05T14:13:00Z,debit_purchase,mobile,25_to_99,0,1,13.39,false,0.288,0,0
2025-01-05T14:30:00Z,bill_payment,mobile,under_25,12,3,62.59,false,0.263,0,0
2025-01-05T14:47:00Z,external_transfer,mobile,under_25,17,1,221.23,false,0.122,1,0
2025-01-05T15:04:00Z,atm_withdrawal,web,500_to_999,23,0,43.48,false,0.120,1,0
2025-01-05T15:21:00Z,debit_purchase,mobile,25_to_99,12,4,140.31,false,0.519,0,0
2025-01-05T15:38:00Z,debit_purchase,mobile,100_to_499,2,3,31.16,false,0.307,0,0
2025-01-05T15:55:00Z,external_transfer,mobile,2500_plus,8,3,13.73,false,0.500,0,0
2025-01-05T16:12:00Z,atm_withdrawal,branch_assisted,25_to_99,20,1,16.23,false,0.292,0,0
2025-01-05T16:29:00Z,bill_payment,mobile,100_to_499,23,3,32.48,false,0.290,0,0
2025-01-05T16:46:00Z,external_transfer,mobile,25_to_99,1,3,76.46,false,0.306,0,1
2025-01-05T17:03:00Z,internal_transfer,branch_assisted,under_25,12,1,24.66,false,0.122,0,0
2025-01-05T17:20:00Z,atm_withdrawal,web,under_25,21,3,37.71,false,0.327,0,0
2025-01-05T17:37:00Z,debit_purchase,branch_assisted,25_to_99,16,4,14.54,false,0.274,0,0
2025-01-05T17:54:00Z,debit_purchase,branch_assisted,under_25,14,0,4.87,false,0.197,0,1
2025-01-05T18:11:00Z,debit_purchase,branch_assisted,25_to_99,17,2,114.37,false,0.308,0,0
2025-01-05T18:28:00Z,bill_payment,mobile,25_to_99,6,4,17.52,false,0.447,0,1
2025-01-05T18:45:00Z,internal_transfer,mobile,1000_to_2499,21,2,25.42,false,0.206,1,1
2025-01-05T19:02:00Z,bill_payment,web,under_25,12,1,7.15,false,0.122,0,0
2025-01-05T19:19:00Z,deposit,atm,25_to_99,11,3,0.81,true,0.367,0,0
2025-01-05T19:36:00Z,debit_purchase,atm,2500_plus,4,1,11.03,false,0.400,0,0
2025-01-05T19:53:00Z,bill_payment,mobile,1000_to_2499,14,4,4.95,false,0.298,0,1
2025-01-05T20:10:00Z,internal_transfer,web,100_to_499,6,1,89.78,false,0.071,0,0
2025-01-05T20:27:00Z,bill_payment,mobile,25_to_99,13,2,9.78,false,0.144,0,1
2025-01-05T20:44:00Z,bill_payment,mobile,100_to_499,5,2,3.11,false,0.090,0,0
2025-01-05T21:01:00Z,atm_withdrawal,web,100_to_499,19,1,54.67,true,0.123,0,0
2025-01-05T21:18:00Z,debit_purchase,atm,25_to_99,3,2,47.40,false,0.168,0,0
2025-01-05T21:35:00Z,internal_transfer,web,25_to_99,12,4,67.90,false,0.316,1,0
2025-01-05T21:52:00Z,bill_payment,mobile,100_to_499,13,2,20.53,false,0.355,0,0
2025-01-05T22:09:00Z,atm_withdrawal,web,100_to_499,7,0,10.14,false,0.299,0,1
2025-01-05T22:26:00Z,debit_purchase,branch_assisted,under_25,21,3,99.69,true,0.227,1,0
2025-01-05T22:43:00Z,atm_withdrawal,atm,100_to_499,20,2,98.95,false,0.374,0,0
2025-01-05T23:00:00Z,internal_transfer,mobile,1000_to_2499,0,4,7.19,false,0.075,1,0
2025-01-05T23:17:00Z,internal_transfer,mobile,500_to_999,1,1,0.55,false,0.199,0,0
2025-01-05T23:34:00Z,bill_payment,mobile,100_to_499,14,1,174.68,true,0.093,1,0
2025-01-05T23:51:00Z,deposit,mobile,25_to_99,21,1,49.24,false,0.299,0,0
2025-01-06T00:08:00Z,debit_purchase,mobile,under_25,7,4,247.21,false,0.712,0,0
2025-01-06T00:25:00Z,internal_transfer,mobile,under_25,4,2,258.20,false,0.385,1,0
2025-01-06T00:42:00Z,atm_withdrawal,branch_assisted,under_25,12,2,5.70,false,0.240,3,1
2025-01-06T00:59:00Z,deposit,mobile,under_25,11,3,9.91,false,0.177,1,1
2025-01-06T01:16:00Z,internal_transfer,web,100_to_499,11,5,47.24,false,0.129,0,0
2025-01-06T01:33:00Z,internal_transfer,atm,under_25,23,2,21.23,false,0.538,0,0
2025-01-06T01:50:00Z,bill_payment,mobile,100_to_499,21,3,8.13,false,0.367,1,1
2025-01-06T02:07:00Z,bill_payment,mobile,100_to_499,6,5,21.31,false,0.126,1,1
2025-01-06T02:24:00Z,debit_purchase,branch_assisted,500_to_999,3,5,19.43,false,0.037,0,0
2025-01-06T02:41:00Z,debit_purchase,web,2500_plus,14,4,8.82,false,0.369,0,0
2025-01-06T02:58:00Z,bill_payment,atm,25_to_99,8,0,9.48,false,0.223,1,0
2025-01-06T03:15:00Z,internal_transfer,atm,1000_to_2499,8,0,3.02,false,0.369,0,0
2025-01-06T03:32:00Z,debit_purchase,atm,under_25,2,3,45.16,false,0.675,0,1
2025-01-06T03:49:00Z,atm_withdrawal,mobile,25_to_99,10,3,43.61,false,0.166,0,0
2025-01-06T04:06:00Z,debit_purchase,web,500_to_999,2,4,18.06,false,0.177,0,0
2025-01-06T04:23:00Z,internal_transfer,mobile,under_25,16,0,16.17,false,0.157,0,0
2025-01-06T04:40:00Z,bill_payment,mobile,100_to_499,3,2,108.88,false,0.422,0,0
2025-01-06T04:57:00Z,atm_withdrawal,web,25_to_99,14,3,33.94,false,0.323,0,0
2025-01-06T05:14:00Z,deposit,mobile,25_to_99,8,2,10.71,false,0.015,0,0
2025-01-06T05:31:00Z,debit_purchase,web,100_to_499,14,4,6.61,false,0.270,1,0
2025-01-06T05:48:00Z,bill_payment,mobile,1000_to_2499,16,4,17.53,false,0.532,0,0
2025-01-06T06:05:00Z,atm_withdrawal,mobile,500_to_999,2,5,60.70,false,0.254,0,0
2025-01-06T06:22:00Z,external_transfer,branch_assisted,100_to_499,6,4,10.54,false,0.536,0,1
2025-01-06T06:39:00Z,debit_purchase,web,500_to_999,1,0,13.63,false,0.207,0,0
2025-01-06T06:56:00Z,external_transfer,mobile,25_to_99,20,4,5.00,false,0.322,0,0
2025-01-06T07:13:00Z,deposit,mobile,100_to_499,12,3,49.90,false,0.229,0,0
2025-01-06T07:30:00Z,internal_transfer,mobile,100_to_499,11,3,121.17,true,0.310,0,1
2025-01-06T07:47:00Z,debit_purchase,mobile,under_25,22,1,41.51,false,0.668,0,1
2025-01-06T08:04:00Z,bill_payment,branch_assisted,2500_plus,17,4,75.60,false,0.472,0,0
2025-01-06T08:21:00Z,debit_purchase,mobile,500_to_999,16,3,110.05,false,0.343,0,0
2025-01-06T08:38:00Z,atm_withdrawal,mobile,under_25,11,6,28.35,false,0.252,0,0
2025-01-06T08:55:00Z,bill_payment,mobile,1000_to_2499,17,4,11.20,true,0.460,1,1
2025-01-06T09:12:00Z,internal_transfer,mobile,1000_to_2499,5,1,18.01,true,0.223,0,0
2025-01-06T09:29:00Z,debit_purchase,branch_assisted,100_to_499,13,1,50.48,false,0.172,0,0
2025-01-06T09:46:00Z,internal_transfer,web,under_25,22,3,136.32,false,0.268,3,1
2025-01-06T10:03:00Z,bill_payment,atm,25_to_99,5,6,8.37,true,0.224,2,1
2025-01-06T10:20:00Z,debit_purchase,atm,under_25,12,1,37.65,false,0.518,0,0
2025-01-06T10:37:00Z,debit_purchase,web,100_to_499,16,2,3.91,false,0.412,0,1
2025-01-06T10:54:00Z,bill_payment,mobile,100_to_499,13,2,63.53,false,0.307,0,1
2025-01-06T11:11:00Z,external_transfer,web,25_to_99,6,3,7.59,false,0.295,0,0
2025-01-06T11:28:00Z,external_transfer,mobile,25_to_99,7,3,50.35,false,0.287,0,0
2025-01-06T11:45:00Z,debit_purchase,web,under_25,19,0,26.69,false,0.190,0,0
2025-01-06T12:02:00Z,debit_purchase,mobile,100_to_499,17,4,65.17,false,0.357,0,0
2025-01-06T12:19:00Z,debit_purchase,web,25_to_99,11,4,49.41,false,0.346,1,0
2025-01-06T12:36:00Z,debit_purchase,atm,under_25,5,2,5.56,false,0.379,1,0
2025-01-06T12:53:00Z,atm_withdrawal,mobile,25_to_99,23,3,22.74,false,0.091,1,0
2025-01-06T13:10:00Z,bill_payment,atm,100_to_499,14,1,116.89,false,0.187,0,0
2025-01-06T13:27:00Z,debit_purchase,atm,25_to_99,20,2,38.25,false,0.086,0,0
2025-01-06T13:44:00Z,atm_withdrawal,atm,100_to_499,0,2,82.95,true,0.223,2,1
2025-01-06T14:01:00Z,deposit,web,100_to_499,20,1,80.62,false,0.459,0,1
2025-01-06T14:18:00Z,debit_purchase,mobile,25_to_99,12,3,28.63,false,0.102,1,0
2025-01-06T14:35:00Z,debit_purchase,mobile,1000_to_2499,14,2,60.37,true,0.108,0,0
2025-01-06T14:52:00Z,internal_transfer,branch_assisted,100_to_499,10,1,22.38,false,0.306,0,1
2025-01-06T15:09:00Z,debit_purchase,mobile,100_to_499,19,6,11.71,false,0.307,0,1
2025-01-06T15:26:00Z,internal_transfer,mobile,100_to_499,17,3,174.55,false,0.327,0,0
2025-01-06T15:43:00Z,debit_purchase,mobile,25_to_99,12,3,8.20,false,0.036,0,1
2025-01-06T16:00:00Z,debit_purchase,web,25_to_99,17,4,51.67,false,0.212,0,1
2025-01-06T16:17:00Z,bill_payment,mobile,500_to_999,1,1,1.07,false,0.183,0,0
2025-01-06T16:34:00Z,debit_purchase,branch_assisted,under_25,1,3,11.30,false,0.217,1,0
2025-01-06T16:51:00Z,bill_payment,web,2500_plus,17,1,55.50,false,0.103,0,0
2025-01-06T17:08:00Z,atm_withdrawal,atm,100_to_499,4,1,25.83,false,0.462,2,0
2025-01-06T17:25:00Z,debit_purchase,branch_assisted,25_to_99,5,0,10.26,true,0.480,0,0
2025-01-06T17:42:00Z,external_transfer,mobile,under_25,1,2,1.51,false,0.255,0,0
2025-01-06T17:59:00Z,debit_purchase,branch_assisted,100_to_499,19,1,138.29,false,0.070,0,0
2025-01-06T18:16:00Z,internal_transfer,mobile,100_to_499,22,2,21.22,false,0.095,2,0
2025-01-06T18:33:00Z,internal_transfer,web,100_to_499,5,5,11.27,false,0.111,1,0
2025-01-06T18:50:00Z,debit_purchase,mobile,100_to_499,0,1,22.46,false,0.162,1,0
2025-01-06T19:07:00Z,bill_payment,web,1000_to_2499,9,0,32.84,false,0.357,0,0
2025-01-06T19:24:00Z,debit_purchase,mobile,500_to_999,10,3,30.89,false,0.218,0,0
2025-01-06T19:41:00Z,deposit,branch_assisted,under_25,1,5,161.79,false,0.267,0,1
2025-01-06T19:58:00Z,internal_transfer,atm,25_to_99,0,2,12.98,false,0.328,1,0
2025-01-06T20:15:00Z,atm_withdrawal,web,500_to_999,1,0,11.44,false,0.379,1,1
2025-01-06T20:32:00Z,debit_purchase,web,100_to_499,11,4,144.60,false,0.156,0,1
2025-01-06T20:49:00Z,external_transfer,branch_assisted,100_to_499,11,1,268.91,true,0.714,0,1
2025-01-06T21:06:00Z,debit_purchase,web,500_to_999,11,5,2.17,false,0.188,0,1
2025-01-06T21:23:00Z,bill_payment,mobile,25_to_99,17,4,8.87,true,0.265,0,0
2025-01-06T21:40:00Z,internal_transfer,mobile,100_to_499,12,3,14.53,false,0.347,0,0
2025-01-06T21:57:00Z,debit_purchase,mobile,1000_to_2499,14,2,5.63,false,0.266,0,0
2025-01-06T22:14:00Z,atm_withdrawal,mobile,25_to_99,8,2,25.91,false,0.157,0,0
2025-01-06T22:31:00Z,debit_purchase,web,under_25,22,5,0.37,true,0.207,0,0
2025-01-06T22:48:00Z,atm_withdrawal,mobile,under_25,18,1,0.32,false,0.407,0,0
2025-01-06T23:05:00Z,atm_withdrawal,web,500_to_999,16,2,69.15,false,0.369,0,0
2025-01-06T23:22:00Z,debit_purchase,mobile,100_to_499,1,3,48.76,false,0.061,0,0
2025-01-06T23:39:00Z,bill_payment,mobile,100_to_499,0,1,19.23,false,0.072,1,1
2025-01-06T23:56:00Z,atm_withdrawal,mobile,25_to_99,18,5,16.46,false,0.420,0,1
2025-01-07T00:13:00Z,atm_withdrawal,web,500_to_999,13,0,43.09,true,0.065,0,0
2025-01-07T00:30:00Z,deposit,mobile,500_to_999,16,1,21.74,false,0.376,0,0
2025-01-07T00:47:00Z,external_transfer,mobile,under_25,8,5,30.64,false,0.227,0,0
2025-01-07T01:04:00Z,debit_purchase,web,25_to_99,5,2,81.09,false,0.245,2,1
2025-01-07T01:21:00Z,bill_payment,mobile,100_to_499,18,3,40.47,true,0.580,0,0
2025-01-07T01:38:00Z,debit_purchase,mobile,2500_plus,12,2,94.04,true,0.704,0,1
2025-01-07T01:55:00Z,deposit,web,25_to_99,17,3,23.79,false,0.421,1,1
2025-01-07T02:12:00Z,external_transfer,mobile,500_to_999,12,0,28.98,false,0.534,0,0
2025-01-07T02:29:00Z,external_transfer,web,100_to_499,17,2,21.73,false,0.147,0,0
2025-01-07T02:46:00Z,debit_purchase,web,100_to_499,10,3,3.02,false,0.195,0,0
2025-01-07T03:03:00Z,external_transfer,web,25_to_99,18,3,49.06,false,0.215,0,0
2025-01-07T03:20:00Z,internal_transfer,web,25_to_99,15,3,85.86,false,0.251,0,0
2025-01-07T03:37:00Z,debit_purchase,mobile,25_to_99,14,2,1.17,false,0.394,0,0
2025-01-07T03:54:00Z,bill_payment,mobile,500_to_999,4,3,11.52,false,0.422,3,1
2025-01-07T04:11:00Z,debit_purchase,atm,1000_to_2499,3,1,11.78,false,0.453,0,0
2025-01-07T04:28:00Z,atm_withdrawal,web,100_to_499,19,3,23.46,false,0.513,1,1
2025-01-07T04:45:00Z,internal_transfer,atm,100_to_499,3,4,148.57,false,0.607,0,0
2025-01-07T05:02:00Z,debit_purchase,mobile,25_to_99,20,2,40.99,false,0.395,0,0
2025-01-07T05:19:00Z,bill_payment,mobile,1000_to_2499,5,3,66.76,false,0.323,1,0
2025-01-07T05:36:00Z,bill_payment,atm,100_to_499,21,1,8.31,false,0.315,0,0
2025-01-07T05:53:00Z,debit_purchase,mobile,25_to_99,12,3,31.99,false,0.363,0,1
2025-01-07T06:10:00Z,debit_purchase,branch_assisted,25_to_99,5,6,39.35,false,0.120,0,0
2025-01-07T06:27:00Z,bill_payment,branch_assisted,under_25,5,4,21.61,true,0.325,0,0
2025-01-07T06:44:00Z,debit_purchase,branch_assisted,under_25,2,1,0.45,false,0.375,2,0
2025-01-07T07:01:00Z,bill_payment,mobile,25_to_99,7,4,55.68,false,0.205,0,0
2025-01-07T07:18:00Z,external_transfer,branch_assisted,100_to_499,12,6,62.54,true,0.141,0,0
2025-01-07T07:35:00Z,external_transfer,branch_assisted,1000_to_2499,20,1,116.57,false,0.253,1,0
2025-01-07T07:52:00Z,external_transfer,atm,2500_plus,11,3,37.81,false,0.281,0,0
2025-01-07T08:09:00Z,bill_payment,mobile,under_25,9,2,55.79,false,0.135,0,0
2025-01-07T08:26:00Z,debit_purchase,web,25_to_99,23,2,25.29,false,0.303,0,0
2025-01-07T08:43:00Z,debit_purchase,mobile,100_to_499,10,4,30.79,true,0.235,0,0
2025-01-07T09:00:00Z,debit_purchase,web,1000_to_2499,3,7,13.27,true,0.060,1,1
2025-01-07T09:17:00Z,deposit,web,100_to_499,8,4,2.26,false,0.323,0,0
2025-01-07T09:34:00Z,bill_payment,branch_assisted,under_25,21,6,11.59,false,0.510,1,0
2025-01-07T09:51:00Z,deposit,mobile,500_to_999,10,2,171.84,false,0.116,1,1
2025-01-07T10:08:00Z,bill_payment,atm,under_25,20,4,46.80,false,0.133,0,0
2025-01-07T10:25:00Z,internal_transfer,mobile,100_to_499,10,2,32.99,false,0.287,0,1
2025-01-07T10:42:00Z,internal_transfer,web,1000_to_2499,20,1,1.09,false,0.048,0,0
2025-01-07T10:59:00Z,deposit,mobile,500_to_999,1,3,88.85,false,0.185,1,0
2025-01-07T11:16:00Z,deposit,web,500_to_999,20,2,52.23,false,0.138,1,0
2025-01-07T11:33:00Z,debit_purchase,web,25_to_99,6,2,93.15,false,0.311,0,1
2025-01-07T11:50:00Z,bill_payment,mobile,25_to_99,23,2,58.14,false,0.358,0,0
2025-01-07T12:07:00Z,debit_purchase,web,25_to_99,19,4,57.06,false,0.023,0,0
2025-01-07T12:24:00Z,debit_purchase,mobile,1000_to_2499,16,4,53.83,false,0.368,0,0
2025-01-07T12:41:00Z,bill_payment,atm,25_to_99,16,4,71.58,false,0.289,0,0
2025-01-07T12:58:00Z,external_transfer,web,under_25,4,4,16.96,false,0.277,0,0
2025-01-07T13:15:00Z,debit_purchase,mobile,25_to_99,8,1,8.06,false,0.322,3,1
2025-01-07T13:32:00Z,internal_transfer,mobile,under_25,21,3,37.81,true,0.128,0,0
2025-01-07T13:49:00Z,debit_purchase,web,under_25,5,5,20.05,false,0.205,0,0
2025-01-07T14:06:00Z,debit_purchase,mobile,under_25,9,1,11.88,false,0.188,0,0
2025-01-07T14:23:00Z,debit_purchase,web,1000_to_2499,20,1,3.04,true,0.129,1,0
2025-01-07T14:40:00Z,debit_purchase,web,under_25,8,2,199.38,false,0.132,1,1
2025-01-07T14:57:00Z,internal_transfer,web,25_to_99,18,2,74.17,false,0.150,1,0
2025-01-07T15:14:00Z,debit_purchase,mobile,25_to_99,22,1,8.73,false,0.246,1,0
2025-01-07T15:31:00Z,debit_purchase,mobile,25_to_99,11,4,22.00,false,0.483,1,0
