timestamp,transaction_type,channel,amount_band,hour_of_day,recent_transaction_count,minutes_since_previous_transaction,device_change,distance_from_recent_pattern
2026-03-18T13:52:00Z,internal_transfer,mobile,100_to_499,13,3,23.08,false,0.094
2026-03-18T15:52:00Z,external_transfer,mobile,1000_to_2499,15,1,83.28,false,0.150
2026-03-19T23:05:00Z,debit_purchase,web,25_to_99,23,2,180.33,false,0.245
2026-03-19T14:18:00Z,external_transfer,mobile,500_to_999,14,3,58.47,false,0.326
2026-03-19T15:33:00Z,internal_transfer,mobile,500_to_999,15,0,135.89,false,0.113
2026-03-19T13:15:00Z,external_transfer,branch_assisted,500_to_999,13,3,44.22,false,0.179
2026-03-20T16:37:00Z,debit_purchase,mobile,25_to_99,16,1,20.26,false,0.159
2026-03-20T06:58:00Z,atm_withdrawal,atm,25_to_99,6,2,127.98,false,0.187
2026-03-20T15:51:00Z,debit_purchase,mobile,25_to_99,15,2,149.19,false,0.170
2026-03-20T12:25:00Z,internal_transfer,web,500_to_999,12,1,29.77,false,0.133
2026-03-21T17:45:00Z,debit_purchase,mobile,under_25,17,3,60.46,false,0.157
2026-03-21T13:29:00Z,bill_payment,web,100_to_499,13,2,117.07,false,0.219
2026-03-21T20:22:00Z,debit_purchase,atm,25_to_99,20,1,16.02,false,0.039
2026-03-21T17:24:00Z,debit_purchase,mobile,25_to_99,17,4,39.52,true,0.598
2026-03-22T16:40:00Z,atm_withdrawal,atm,100_to_499,16,3,12.10,false,0.119
2026-03-22T13:01:00Z,internal_transfer,branch_assisted,25_to_99,13,0,18.88,true,0.282
2026-03-22T01:52:00Z,bill_payment,mobile,25_to_99,1,3,57.08,false,0.138
2026-03-22T07:46:00Z,external_transfer,branch_assisted,100_to_499,7,4,102.96,false,0.077
2026-03-23T14:19:00Z,internal_transfer,web,25_to_99,14,1,128.00,false,0.243
2026-03-23T12:04:00Z,debit_purchase,mobile,25_to_99,12,0,136.32,true,0.350
2026-03-23T14:26:00Z,internal_transfer,branch_assisted,100_to_499,14,3,57.13,false,0.322
2026-03-23T16:51:00Z,debit_purchase,atm,under_25,16,0,147.65,false,0.248
2026-03-24T17:15:00Z,debit_purchase,mobile,100_to_499,17,6,179.92,false,0.194
2026-03-24T13:53:00Z,bill_payment,mobile,100_to_499,13,2,574.19,false,0.069
2026-03-24T12:30:00Z,bill_payment,mobile,100_to_499,12,2,40.22,false,0.429
2026-03-24T10:39:00Z,external_transfer,branch_assisted,2500_plus,10,2,200.76,false,0.177
2026-03-25T15:07:00Z,internal_transfer,web,500_to_999,15,5,72.50,false,0.188
2026-03-25T15:51:00Z,deposit,branch_assisted,100_to_499,15,1,206.43,false,0.228
2026-03-25T20:44:00Z,internal_transfer,web,1000_to_2499,20,6,25.64,false,0.079
2026-03-25T13:14:00Z,external_transfer,branch_assisted,100_to_499,13,3,196.64,false,0.134
2026-03-26T07:12:00Z,debit_purchase,mobile,under_25,7,3,14.97,false,0.120
2026-03-26T09:29:00Z,atm_withdrawal,atm,25_to_99,9,0,39.55,false,0.144
2026-03-26T13:47:00Z,deposit,atm,100_to_499,13,2,249.84,false,0.176
2026-03-26T19:33:00Z,debit_purchase,mobile,25_to_99,19,2,30.10,false,0.273
2026-03-27T17:58:00Z,atm_withdrawal,atm,100_to_499,17,4,10.08,false,0.178
2026-03-27T14:19:00Z,atm_withdrawal,atm,100_to_499,14,3,88.93,false,0.034
2026-03-27T13:45:00Z,debit_purchase,atm,under_25,13,1,41.42,false,0.420
2026-03-27T18:39:00Z,deposit,atm,100_to_499,18,2,132.38,false,0.359
2026-03-28T15:55:00Z,debit_purchase,atm,25_to_99,15,3,10.39,false,0.312
2026-03-28T06:48:00Z,bill_payment,mobile,500_to_999,6,0,66.15,false,0.048
2026-03-28T11:01:00Z,internal_transfer,branch_assisted,100_to_499,11,1,181.89,false,0.430
2026-03-28T09:44:00Z,bill_payment,web,500_to_999,9,2,33.69,false,0.395
2026-03-29T14:01:00Z,external_transfer,mobile,500_to_999,14,4,16.31,false,0.077
2026-03-29T17:08:00Z,internal_transfer,mobile,25_to_99,17,2,61.50,false,0.102
2026-03-29T12:28:00Z,debit_purchase,atm,25_to_99,12,1,144.63,false,0.179
2026-03-29T14:11:00Z,external_transfer,mobile,100_to_499,14,4,31.27,false,0.270
2026-03-30T17:10:00Z,deposit,branch_assisted,500_to_999,17,1,36.24,false,0.396
2026-03-30T15:09:00Z,debit_purchase,atm,under_25,15,1,126.03,false,0.217
2026-03-30T17:31:00Z,debit_purchase,web,under_25,17,4,25.14,true,0.319
2026-03-30T11:46:00Z,atm_withdrawal,atm,25_to_99,11,3,71.03,false,0.195
2026-03-31T14:56:00Z,bill_payment,web,100_to_499,14,2,112.20,false,0.368
2026-03-31T16:16:00Z,deposit,branch_assisted,25_to_99,16,1,44.83,false,0.379
2026-03-31T17:27:00Z,atm_withdrawal,atm,100_to_499,17,0,49.99,false,0.318
2026-03-31T15:25:00Z,atm_withdrawal,atm,25_to_99,15,1,61.73,false,0.194
2026-04-01T07:25:00Z,debit_purchase,atm,25_to_99,7,3,38.99,false,0.537
2026-04-01T10:02:00Z,bill_payment,web,1000_to_2499,10,2,85.72,false,0.222
2026-04-01T15:03:00Z,bill_payment,branch_assisted,500_to_999,15,1,137.65,false,0.211
2026-04-01T18:05:00Z,debit_purchase,atm,under_25,18,1,96.20,false,0.178
2026-04-02T15:59:00Z,deposit,mobile,1000_to_2499,15,3,167.57,false,0.168
2026-04-02T12:52:00Z,atm_withdrawal,atm,100_to_499,12,5,686.50,false,0.165
2026-04-02T17:08:00Z,debit_purchase,mobile,under_25,17,1,111.62,false,0.145
2026-04-02T17:48:00Z,debit_purchase,mobile,under_25,17,3,50.59,false,0.066
2026-04-03T17:02:00Z,debit_purchase,web,25_to_99,17,3,173.51,false,0.069
2026-04-03T07:23:00Z,internal_transfer,mobile,100_to_499,7,3,10.64,true,0.263
2026-04-03T13:29:00Z,bill_payment,web,1000_to_2499,13,1,56.71,false,0.166
2026-04-03T11:21:00Z,bill_payment,web,100_to_499,11,2,151.63,false,0.037
2026-04-04T14:33:00Z,internal_transfer,mobile,500_to_999,14,1,255.84,false,0.174
2026-04-04T10:15:00Z,external_transfer,web,500_to_999,10,3,53.92,false,0.376
2026-04-04T16:13:00Z,deposit,atm,100_to_499,16,2,39.31,false,0.227
2026-04-04T12:22:00Z,internal_transfer,web,1000_to_2499,12,1,268.72,false,0.147
2026-04-05T15:05:00Z,debit_purchase,mobile,under_25,15,0,317.32,false,0.110
2026-04-05T18:46:00Z,external_transfer,web,2500_plus,18,3,30.94,false,0.234
2026-04-05T17:54:00Z,external_transfer,branch_assisted,500_to_999,17,3,204.05,false,0.208
2026-04-05T13:17:00Z,debit_purchase,web,25_to_99,13,4,28.54,false,0.063
2026-04-06T22:54:00Z,debit_purchase,mobile,under_25,22,3,28.36,false,0.439
2026-04-06T13:12:00Z,bill_payment,branch_assisted,500_to_999,13,2,69.37,false,0.076
2026-04-06T08:23:00Z,debit_purchase,web,25_to_99,8,2,8.11,false,0.110
2026-04-06T11:51:00Z,debit_purchase,atm,under_25,11,1,67.05,false,0.459
2026-04-07T12:19:00Z,atm_withdrawal,atm,100_to_499,12,3,36.30,false,0.119
2026-04-07T13:26:00Z,atm_withdrawal,atm,25_to_99,13,3,80.06,false,0.294
2026-04-07T10:22:00Z,internal_transfer,branch_assisted,1000_to_2499,10,2,10.78,false,0.263
2026-04-07T19:59:00Z,internal_transfer,branch_assisted,100_to_499,19,1,218.96,false,0.209
2026-04-08T11:08:00Z,deposit,atm,25_to_99,11,2,102.11,false,0.300
2026-04-08T16:45:00Z,internal_transfer,web,500_to_999,16,0,74.00,true,0.174
2026-04-08T22:30:00Z,debit_purchase,web,25_to_99,22,2,49.96,false,0.398
2026-04-08T14:57:00Z,debit_purchase,atm,25_to_99,14,0,84.65,false,0.262
2026-04-09T08:50:00Z,debit_purchase,atm,25_to_99,8,1,33.77,false,0.260
2026-04-09T19:05:00Z,internal_transfer,mobile,100_to_499,19,2,41.01,false,0.034
2026-04-09T19:10:00Z,bill_payment,mobile,100_to_499,19,0,57.67,false,0.039
2026-04-09T18:41:00Z,debit_purchase,atm,25_to_99,18,3,35.27,false,0.271
2026-04-10T17:17:00Z,internal_transfer,web,100_to_499,17,3,315.70,false,0.318
2026-04-10T09:07:00Z,atm_withdrawal,atm,100_to_499,9,3,18.62,false,0.133
2026-04-10T14:35:00Z,debit_purchase,mobile,under_25,14,4,34.81,false,0.063
2026-04-10T15:58:00Z,bill_payment,web,100_to_499,15,3,36.09,false,0.164
2026-04-11T12:31:00Z,bill_payment,mobile,500_to_999,12,2,56.01,false,0.317
2026-04-11T23:13:00Z,debit_purchase,web,100_to_499,23,1,77.60,false,0.087
2026-04-11T16:11:00Z,debit_purchase,mobile,25_to_99,16,0,72.34,false,0.288
2026-04-11T10:33:00Z,debit_purchase,atm,500_to_999,10,1,34.02,false,0.297
2026-04-12T13:25:00Z,debit_purchase,web,under_25,13,3,47.06,false,0.063
2026-04-12T13:59:00Z,bill_payment,branch_assisted,500_to_999,13,2,297.10,false,0.271
2026-04-12T21:15:00Z,debit_purchase,atm,25_to_99,21,1,42.43,false,0.063
2026-04-12T17:16:00Z,debit_purchase,web,25_to_99,17,3,15.87,false,0.103
2026-04-13T15:43:00Z,debit_purchase,atm,500_to_999,15,4,36.83,false,0.059
2026-04-13T08:22:00Z,deposit,atm,2500_plus,8,2,49.08,false,0.201
2026-04-13T14:58:00Z,atm_withdrawal,atm,under_25,14,3,18.30,false,0.102
2026-04-13T13:41:00Z,internal_transfer,web,500_to_999,13,1,118.31,false,0.115
2026-04-14T21:46:00Z,debit_purchase,mobile,under_25,21,5,63.98,true,0.165
2026-04-14T13:09:00Z,debit_purchase,atm,25_to_99,13,4,38.69,false,0.494
2026-04-14T20:56:00Z,debit_purchase,web,25_to_99,20,2,100.13,false,0.058
2026-04-14T20:32:00Z,bill_payment,mobile,500_to_999,20,0,78.94,false,0.452
2026-04-15T15:25:00Z,external_transfer,branch_assisted,1000_to_2499,15,3,100.43,false,0.203
2026-04-15T13:32:00Z,external_transfer,mobile,100_to_499,13,3,21.89,false,0.718
2026-04-15T03:38:00Z,deposit,branch_assisted,25_to_99,3,3,83.23,false,0.275
2026-04-15T13:48:00Z,deposit,atm,100_to_499,13,2,85.47,false,0.144
2026-04-16T17:09:00Z,deposit,mobile,1000_to_2499,17,0,58.47,false,0.295
2026-04-16T11:25:00Z,debit_purchase,web,25_to_99,11,0,136.34,false,0.342
2026-04-16T18:13:00Z,debit_purchase,mobile,25_to_99,18,3,59.11,false,0.149
2026-04-16T10:01:00Z,bill_payment,web,500_to_999,10,3,74.09,false,0.249
2026-04-17T18:55:00Z,debit_purchase,mobile,25_to_99,18,2,24.30,false,0.375
2026-04-17T14:38:00Z,external_transfer,branch_assisted,100_to_499,14,2,94.37,false,0.476
2026-04-17T13:40:00Z,debit_purchase,web,100_to_499,13,1,74.67,false,0.272
2026-04-17T19:50:00Z,external_transfer,branch_assisted,500_to_999,19,2,222.73,false,0.248
2026-04-18T20:46:00Z,bill_payment,mobile,100_to_499,20,4,43.34,false,0.285
2026-04-18T17:58:00Z,internal_transfer,mobile,1000_to_2499,17,1,85.09,false,0.554
2026-04-18T11:32:00Z,atm_withdrawal,atm,25_to_99,11,1,200.14,true,0.255
2026-04-18T18:08:00Z,internal_transfer,branch_assisted,25_to_99,18,1,46.06,false,0.187
2026-04-19T14:02:00Z,bill_payment,web,25_to_99,14,2,89.27,false,0.304
2026-04-19T10:50:00Z,external_transfer,branch_assisted,100_to_499,10,0,72.59,false,0.116
2026-04-19T12:07:00Z,internal_transfer,branch_assisted,25_to_99,12,2,44.51,false,0.386
2026-04-19T06:30:00Z,debit_purchase,atm,under_25,6,1,107.59,false,0.217
2026-04-20T17:43:00Z,deposit,atm,100_to_499,17,0,56.99,false,0.187
2026-04-20T10:42:00Z,debit_purchase,atm,100_to_499,10,1,87.99,false,0.046
2026-04-20T15:28:00Z,bill_payment,mobile,500_to_999,15,2,88.76,false,0.159
2026-04-20T17:34:00Z,bill_payment,mobile,100_to_499,17,4,201.09,false,0.194
2026-04-21T18:26:00Z,atm_withdrawal,atm,25_to_99,18,4,38.81,false,0.256
2026-04-21T13:14:00Z,internal_transfer,web,500_to_999,13,1,59.09,false,0.052
2026-04-21T18:22:00Z,debit_purchase,atm,25_to_99,18,0,12.59,false,0.430
2026-04-21T15:56:00Z,internal_transfer,web,100_to_499,15,1,553.74,false,0.274
2026-04-22T06:02:00Z,bill_payment,mobile,100_to_499,6,2,103.42,false,0.191
2026-04-22T06:42:00Z,internal_transfer,web,500_to_999,6,2,29.96,false,0.305
2026-04-22T17:30:00Z,debit_purchase,web,25_to_99,17,3,54.57,false,0.216
2026-04-22T14:18:00Z,internal_transfer,branch_assisted,500_to_999,14,4,35.94,false,0.132
2026-04-23T13:19:00Z,debit_purchase,web,100_to_499,13,5,129.77,false,0.253
2026-04-23T13:06:00Z,debit_purchase,web,25_to_99,13,1,51.96,false,0.300
2026-04-23T07:42:00Z,bill_payment,branch_assisted,1000_to_2499,7,1,404.96,false,0.110
2026-04-23T07:31:00Z,atm_withdrawal,atm,100_to_499,7,0,20.50,false,0.012
2026-04-24T14:03:00Z,atm_withdrawal,atm,25_to_99,14,3,68.82,false,0.108
2026-04-24T18:54:00Z,bill_payment,web,100_to_499,18,4,53.46,false,0.271
2026-04-24T18:24:00Z,debit_purchase,web,25_to_99,18,1,213.88,false,0.474
2026-04-24T14:54:00Z,bill_payment,mobile,500_to_999,14,7,50.31,false,0.606
2026-04-25T11:20:00Z,bill_payment,web,100_to_499,11,0,136.57,false,0.090
2026-04-25T15:32:00Z,internal_transfer,mobile,2500_plus,15,0,299.35,false,0.206
2026-04-25T13:30:00Z,bill_payment,mobile,25_to_99,13,3,322.54,false,0.152
2026-04-25T11:58:00Z,debit_purchase,web,25_to_99,11,0,63.63,false,0.169
2026-04-26T13:10:00Z,debit_purchase,mobile,25_to_99,13,3,187.90,false,0.071
2026-04-26T09:21:00Z,internal_transfer,branch_assisted,1000_to_2499,9,2,124.89,true,0.384
2026-04-26T09:29:00Z,deposit,mobile,100_to_499,9,1,1333.91,false,0.351
2026-04-26T09:51:00Z,deposit,atm,1000_to_2499,9,0,155.43,false,0.022
2026-04-27T14:21:00Z,bill_payment,web,100_to_499,14,4,58.14,false,0.364
2026-04-27T17:59:00Z,debit_purchase,mobile,100_to_499,17,3,69.13,false,0.366
2026-04-27T17:25:00Z,bill_payment,web,100_to_499,17,2,282.51,false,0.061
2026-04-27T14:56:00Z,bill_payment,branch_assisted,100_to_499,14,0,48.47,false,0.375
2026-04-28T14:03:00Z,external_transfer,branch_assisted,1000_to_2499,14,2,257.39,false,0.092
2026-04-28T19:58:00Z,internal_transfer,branch_assisted,100_to_499,19,2,24.24,false,0.061
2026-04-28T14:27:00Z,bill_payment,branch_assisted,500_to_999,14,3,22.59,false,0.385
2026-04-28T07:12:00Z,external_transfer,branch_assisted,500_to_999,7,1,204.37,false,0.219
2026-04-29T11:06:00Z,deposit,branch_assisted,500_to_999,11,1,54.49,false,0.025
2026-04-29T18:24:00Z,debit_purchase,mobile,25_to_99,18,2,6.23,false,0.249
2026-04-29T08:25:00Z,deposit,branch_assisted,500_to_999,8,2,35.31,false,0.306
2026-04-29T22:31:00Z,debit_purchase,mobile,500_to_999,22,3,25.66,true,0.424
2026-04-30T11:18:00Z,internal_transfer,mobile,500_to_999,11,3,47.08,false,0.038
2026-04-30T16:32:00Z,bill_payment,branch_assisted,500_to_999,16,2,267.92,false,0.241
2026-04-30T11:09:00Z,atm_withdrawal,atm,25_to_99,11,3,46.12,false,0.123
2026-04-30T13:22:00Z,external_transfer,mobile,100_to_499,13,4,14.31,false,0.120
2026-05-01T13:24:00Z,internal_transfer,web,500_to_999,13,4,79.89,false,0.296
2026-05-01T09:40:00Z,debit_purchase,web,25_to_99,9,5,24.81,false,0.091
2026-05-01T17:26:00Z,debit_purchase,atm,100_to_499,17,3,28.78,false,0.309
2026-05-01T16:15:00Z,debit_purchase,mobile,under_25,16,1,44.11,false,0.079
2026-05-02T13:44:00Z,bill_payment,mobile,500_to_999,13,3,66.65,false,0.156
2026-05-02T07:42:00Z,deposit,atm,1000_to_2499,7,3,60.57,false,0.058
2026-05-02T21:44:00Z,internal_transfer,mobile,25_to_99,21,2,63.01,false,0.075
2026-05-02T18:37:00Z,debit_purchase,atm,under_25,18,4,68.64,false,0.155
2026-05-03T08:05:00Z,debit_purchase,atm,100_to_499,8,0,148.59,false,0.386
2026-05-03T16:52:00Z,debit_purchase,web,25_to_99,16,4,23.95,false,0.313
2026-05-03T12:08:00Z,external_transfer,web,500_to_999,12,1,370.41,false,0.305
2026-05-03T08:29:00Z,external_transfer,branch_assisted,100_to_499,8,1,426.74,false,0.182
2026-05-04T11:09:00Z,bill_payment,web,500_to_999,11,4,20.40,false,0.528
2026-05-04T13:25:00Z,debit_purchase,mobile,under_25,13,3,94.61,false,0.085
2026-05-04T13:44:00Z,atm_withdrawal,atm,25_to_99,13,2,167.18,false,0.357
2026-05-04T16:19:00Z,debit_purchase,atm,100_to_499,16,2,32.82,false,0.173
2026-05-05T16:57:00Z,internal_transfer,branch_assisted,100_to_499,16,3,45.64,false,0.149
2026-05-05T21:10:00Z,atm_withdrawal,atm,100_to_499,21,1,183.91,false,0.232
2026-05-05T15:58:00Z,external_transfer,branch_assisted,500_to_999,15,2,34.11,false,0.302
2026-05-05T12:00:00Z,debit_purchase,atm,under_25,12,3,76.69,false,0.165
2026-05-06T18:12:00Z,internal_transfer,web,2500_plus,18,3,58.35,false,0.425
2026-05-06T16:19:00Z,bill_payment,branch_assisted,500_to_999,16,3,213.66,false,0.079
2026-05-06T15:23:00Z,debit_purchase,mobile,under_25,15,4,72.60,false,0.117
2026-05-06T18:05:00Z,atm_withdrawal,atm,100_to_499,18,4,31.31,false,0.324
2026-05-07T19:10:00Z,debit_purchase,web,25_to_99,19,0,109.33,false,0.193
2026-05-07T15:46:00Z,internal_transfer,web,2500_plus,15,2,72.49,false,0.392
2026-05-07T10:00:00Z,atm_withdrawal,atm,25_to_99,10,3,13.13,false,0.169
2026-05-07T12:53:00Z,internal_transfer,mobile,2500_plus,12,1,59.03,false,0.124
2026-05-08T17:23:00Z,deposit,atm,25_to_99,17,1,129.41,false,0.194
2026-05-08T10:12:00Z,bill_payment,mobile,500_to_999,10,2,110.88,false,0.313
2026-05-08T07:07:00Z,atm_withdrawal,atm,under_25,7,1,19.15,false,0.166
2026-05-08T16:13:00Z,debit_purchase,atm,under_25,16,4,30.55,true,0.186
2026-05-09T17:19:00Z,bill_payment,mobile,100_to_499,17,1,38.29,false,0.249
2026-05-09T12:13:00Z,debit_purchase,mobile,25_to_99,12,4,81.66,false,0.224
2026-05-09T18:18:00Z,bill_payment,branch_assisted,100_to_499,18,2,44.80,false,0.292
2026-05-09T15:13:00Z,debit_purchase,web,25_to_99,15,3,79.08,false,0.131
2026-05-10T09:11:00Z,internal_transfer,mobile,500_to_999,9,1,41.37,false,0.211
2026-05-10T16:06:00Z,internal_transfer,mobile,1000_to_2499,16,1,16.99,false,0.282
2026-05-10T15:21:00Z,atm_withdrawal,atm,100_to_499,15,3,43.30,false,0.140
2026-05-10T21:45:00Z,debit_purchase,web,25_to_99,21,3,15.29,false,0.177
2026-05-11T15:09:00Z,bill_payment,mobile,100_to_499,15,1,59.31,false,0.055
2026-05-11T20:41:00Z,debit_purchase,atm,500_to_999,20,4,129.33,false,0.273
2026-05-11T06:57:00Z,internal_transfer,web,500_to_999,6,4,21.54,false,0.418
2026-05-11T10:38:00Z,atm_withdrawal,atm,25_to_99,10,3,432.18,false,0.239
2026-05-12T15:15:00Z,bill_payment,branch_assisted,500_to_999,15,2,62.46,false,0.142
2026-05-12T14:26:00Z,bill_payment,branch_assisted,500_to_999,14,4,58.65,false,0.107
2026-05-12T19:03:00Z,internal_transfer,web,100_to_499,19,2,50.97,false,0.135
2026-05-12T11:15:00Z,debit_purchase,web,500_to_999,11,3,70.84,false,0.340
2026-05-13T12:08:00Z,bill_payment,web,500_to_999,12,0,64.75,true,0.222
2026-05-13T12:21:00Z,debit_purchase,mobile,under_25,12,0,42.67,false,0.511
2026-05-13T23:15:00Z,debit_purchase,web,under_25,23,3,91.41,false,0.179
2026-05-13T08:17:00Z,bill_payment,web,25_to_99,8,3,34.34,false,0.234
2026-05-14T21:15:00Z,bill_payment,web,100_to_499,21,1,49.38,false,0.430
2026-05-14T12:12:00Z,debit_purchase,mobile,under_25,12,0,34.06,true,0.395
2026-05-14T11:59:00Z,bill_payment,mobile,100_to_499,11,0,351.66,false,0.132
2026-05-14T09:27:00Z,bill_payment,branch_assisted,100_to_499,9,4,63.19,false,0.475
2026-05-15T15:55:00Z,debit_purchase,web,25_to_99,15,1,92.84,false,0.157
2026-05-15T21:17:00Z,atm_withdrawal,atm,100_to_499,21,3,72.03,true,0.221
2026-05-15T15:44:00Z,internal_transfer,web,100_to_499,15,1,219.39,false,0.076
2026-05-15T10:45:00Z,internal_transfer,branch_assisted,100_to_499,10,1,132.32,false,0.182
2026-05-16T20:06:00Z,debit_purchase,web,under_25,20,1,29.84,false,0.317
2026-05-16T12:13:00Z,bill_payment,branch_assisted,100_to_499,12,0,54.85,false,0.207
2026-05-16T13:39:00Z,debit_purchase,web,25_to_99,13,2,12.65,false,0.448
2026-05-16T16:22:00Z,debit_purchase,mobile,25_to_99,16,1,17.68,false,0.358
2026-05-17T10:53:00Z,deposit,mobile,100_to_499,10,3,483.48,false,0.439
2026-05-17T22:16:00Z,debit_purchase,atm,under_25,22,2,262.58,false,0.152
2026-05-17T16:07:00Z,debit_purchase,mobile,25_to_99,16,2,104.88,false,0.392
2026-05-17T14:36:00Z,deposit,atm,1000_to_2499,14,0,29.71,false,0.560
2026-05-18T15:27:00Z,debit_purchase,mobile,25_to_99,15,3,43.07,false,0.259
2026-05-18T17:04:00Z,bill_payment,web,100_to_499,17,2,98.45,false,0.131
2026-05-18T11:27:00Z,debit_purchase,atm,25_to_99,11,0,211.71,false,0.192
2026-05-18T07:54:00Z,external_transfer,branch_assisted,100_to_499,7,4,65.21,false,0.144
2026-05-19T02:51:00Z,deposit,atm,500_to_999,2,0,30.56,false,0.306
2026-05-19T10:53:00Z,external_transfer,branch_assisted,1000_to_2499,10,4,88.26,false,0.037
2026-05-19T23:56:00Z,atm_withdrawal,atm,under_25,23,2,35.14,false,0.134
2026-05-19T19:18:00Z,atm_withdrawal,atm,100_to_499,19,5,36.17,false,0.092
2026-05-20T15:33:00Z,debit_purchase,mobile,25_to_99,15,2,16.39,false,0.478
2026-05-20T09:35:00Z,deposit,atm,25_to_99,9,2,193.72,false,0.529
2026-05-20T14:14:00Z,external_transfer,mobile,1000_to_2499,14,1,182.03,false,0.081
2026-05-20T18:55:00Z,internal_transfer,mobile,1000_to_2499,18,4,35.24,false,0.179
2026-05-21T10:47:00Z,external_transfer,mobile,1000_to_2499,10,2,31.68,false,0.353
2026-05-21T10:02:00Z,debit_purchase,atm,25_to_99,10,1,86.80,false,0.114
2026-05-21T15:27:00Z,bill_payment,branch_assisted,100_to_499,15,1,56.54,false,0.214
2026-05-21T13:50:00Z,internal_transfer,mobile,100_to_499,13,3,30.21,false,0.198
2026-05-22T07:53:00Z,bill_payment,branch_assisted,100_to_499,7,2,71.22,false,0.082
2026-05-22T13:07:00Z,bill_payment,web,500_to_999,13,3,64.75,false,0.123
2026-05-22T15:28:00Z,debit_purchase,mobile,25_to_99,15,0,219.30,false,0.228
2026-05-22T22:53:00Z,internal_transfer,branch_assisted,100_to_499,22,4,75.81,false,0.171
2026-05-23T03:37:00Z,deposit,branch_assisted,25_to_99,3,1,120.62,false,0.300
2026-05-23T08:15:00Z,deposit,branch_assisted,500_to_999,8,3,65.46,false,0.067
2026-05-23T14:26:00Z,internal_transfer,branch_assisted,100_to_499,14,2,215.86,false,0.325
2026-05-23T13:12:00Z,external_transfer,mobile,1000_to_2499,13,3,164.62,false,0.170
2026-05-24T10:48:00Z,bill_payment,web,25_to_99,10,1,139.49,false,0.139
2026-05-24T22:11:00Z,atm_withdrawal,atm,25_to_99,22,2,250.18,false,0.231
2026-05-24T20:26:00Z,debit_purchase,web,under_25,20,3,221.76,false,0.159
2026-05-24T17:07:00Z,bill_payment,web,500_to_999,17,2,106.93,false,0.081
2026-05-25T15:40:00Z,external_transfer,mobile,500_to_999,15,3,23.94,false,0.205
2026-05-25T09:28:00Z,deposit,atm,100_to_499,9,3,13.20,false,0.369
2026-05-25T16:28:00Z,debit_purchase,mobile,25_to_99,16,1,33.85,false,0.077
2026-05-25T02:29:00Z,external_transfer,mobile,500_to_999,2,2,52.61,true,0.164
2026-05-26T23:55:00Z,atm_withdrawal,atm,25_to_99,23,1,49.04,false,0.414
2026-05-26T16:11:00Z,internal_transfer,mobile,25_to_99,16,4,52.17,false,0.167
2026-05-26T06:07:00Z,deposit,branch_assisted,1000_to_2499,6,2,85.51,false,0.052
2026-05-26T20:44:00Z,atm_withdrawal,atm,25_to_99,20,1,267.27,true,0.307
2026-05-27T15:25:00Z,bill_payment,mobile,500_to_999,15,4,25.92,false,0.137
2026-05-27T13:08:00Z,atm_withdrawal,atm,100_to_499,13,2,60.32,true,0.313
2026-05-27T15:39:00Z,internal_transfer,web,1000_to_2499,15,4,33.90,false,0.250
2026-05-27T15:45:00Z,debit_purchase,web,under_25,15,2,33.75,false,0.284
2026-05-28T14:58:00Z,debit_purchase,web,25_to_99,14,0,216.21,false,0.198
2026-05-28T06:50:00Z,atm_withdrawal,atm,under_25,6,2,129.01,false,0.276
2026-05-28T06:33:00Z,bill_payment,branch_assisted,100_to_499,6,3,111.58,false,0.101
2026-05-28T15:14:00Z,debit_purchase,atm,100_to_499,15,4,65.38,false,0.143
2026-05-29T14:32:00Z,debit_purchase,atm,under_25,14,0,29.46,false,0.105
2026-05-29T15:25:00Z,debit_purchase,mobile,25_to_99,15,3,271.02,false,0.211
2026-05-29T23:05:00Z,debit_purchase,atm,under_25,23,1,42.74,true,0.291
2026-05-29T10:05:00Z,debit_purchase,mobile,25_to_99,10,5,157.05,false,0.255
2026-05-30T19:53:00Z,debit_purchase,mobile,25_to_99,19,2,17.46,false,0.229
2026-05-30T10:03:00Z,debit_purchase,mobile,25_to_99,10,3,136.72,false,0.374
2026-05-30T15:42:00Z,bill_payment,mobile,100_to_499,15,0,77.50,false,0.319
2026-05-30T14:47:00Z,debit_purchase,mobile,25_to_99,14,0,56.33,false,0.141
2026-05-31T06:16:00Z,external_transfer,web,2500_plus,6,1,305.46,true,0.173
2026-05-31T11:19:00Z,debit_purchase,web,under_25,11,3,33.72,false,0.286
2026-05-31T05:27:00Z,external_transfer,web,1000_to_2499,5,2,114.46,false,0.125
2026-05-31T14:05:00Z,debit_purchase,mobile,25_to_99,14,0,102.64,false,0.371
2026-06-01T14:33:00Z,debit_purchase,web,100_to_499,14,4,102.54,false,0.095
2026-06-01T14:51:00Z,debit_purchase,web,25_to_99,14,1,63.53,false,0.189
2026-06-01T09:50:00Z,debit_purchase,mobile,100_to_499,9,0,217.15,false,0.195
2026-06-01T21:17:00Z,debit_purchase,web,25_to_99,21,2,16.71,false,0.116
2026-06-02T11:02:00Z,internal_transfer,mobile,100_to_499,11,3,120.52,false,0.282
2026-06-02T22:33:00Z,atm_withdrawal,atm,25_to_99,22,0,81.00,true,0.375
2026-06-02T14:07:00Z,internal_transfer,branch_assisted,500_to_999,14,2,15.07,false,0.159
2026-06-02T16:13:00Z,debit_purchase,atm,100_to_499,16,0,99.99,false,0.037
2026-06-03T18:55:00Z,debit_purchase,atm,under_25,18,1,221.82,false,0.318
