timestamp,query_family,rows_expected_band,join_count,filter_count,uses_sort,uses_aggregation,uses_grouping,current_db_connections,current_queue_depth,recent_db_latency_ms,requests_per_minute,query_duration_ms
2026-01-01T23:15:00Z,member_search,medium,3,5,false,false,false,40,2,140.03,206.90,627.92
2026-01-01T23:20:00Z,transaction_history,small,0,5,false,false,false,39,0,125.28,175.48,329.05
2026-01-01T23:25:00Z,transaction_history,small,2,5,false,true,true,25,0,88.59,214.53,721.80
2026-01-01T23:30:00Z,statement_lookup,small,2,6,false,false,false,49,0,133.63,255.85,287.27
2026-01-01T23:35:00Z,account_summary,small,1,2,true,false,false,43,5,149.99,269.61,423.76
2026-01-01T23:40:00Z,statement_lookup,medium,3,3,true,false,false,32,0,81.86,261.61,576.25
2026-01-01T23:45:00Z,statement_lookup,large,3,1,false,true,true,34,2,93.30,301.96,866.76
2026-01-01T23:50:00Z,transaction_history,medium,1,5,false,false,false,37,0,66.43,204.81,221.32
2026-01-01T23:55:00Z,statement_lookup,large,1,4,true,false,false,42,4,144.06,366.58,942.69
2026-01-02T00:00:00Z,account_summary,large,1,4,false,false,false,21,0,84.90,297.64,493.17
2026-01-02T00:05:00Z,transfer_history,very_large,0,1,false,false,false,40,0,113.90,290.81,962.15
2026-01-02T00:10:00Z,transaction_history,large,2,2,true,false,false,51,0,128.68,304.60,916.65
2026-01-02T00:15:00Z,member_search,small,0,5,false,false,false,35,0,90.37,326.36,253.01
2026-01-02T00:20:00Z,statement_lookup,large,0,6,true,true,false,49,1,149.39,377.12,845.55
2026-01-02T00:25:00Z,member_search,medium,4,3,false,true,true,30,0,92.34,280.53,631.11
2026-01-02T00:30:00Z,transaction_history,small,3,5,true,true,false,38,0,123.59,307.86,738.29
2026-01-02T00:35:00Z,member_search,small,1,1,true,true,true,39,2,106.53,249.14,499.13
2026-01-02T00:40:00Z,transaction_history,very_large,4,2,true,false,false,37,0,123.14,229.90,1361.56
2026-01-02T00:45:00Z,transfer_history,medium,1,4,true,true,true,47,0,115.74,351.32,626.21
2026-01-02T00:50:00Z,statement_lookup,very_large,2,1,false,true,true,36,1,127.71,306.96,1166.16
2026-01-02T00:55:00Z,transaction_history,medium,3,6,false,false,false,32,0,94.92,221.28,478.69
2026-01-02T01:00:00Z,statement_lookup,very_large,4,5,true,false,false,43,1,132.75,228.55,1305.31
2026-01-02T01:05:00Z,verification_audit,medium,1,4,true,false,false,32,0,84.48,302.31,349.12
2026-01-02T01:10:00Z,transaction_history,tiny,3,2,false,true,false,31,0,103.25,293.15,370.61
2026-01-02T01:15:00Z,account_summary,small,4,1,false,false,false,37,0,89.71,231.24,367.85
2026-01-02T01:20:00Z,transfer_history,medium,3,3,true,false,false,30,0,81.19,255.67,520.96
2026-01-02T01:25:00Z,account_summary,small,1,1,false,true,true,33,1,125.89,196.20,362.13
2026-01-02T01:30:00Z,member_search,tiny,1,6,false,false,false,38,0,118.17,308.47,220.86
2026-01-02T01:35:00Z,account_summary,tiny,1,6,true,false,false,33,1,105.61,183.76,272.63
2026-01-02T01:40:00Z,member_search,large,2,3,false,false,false,41,0,124.52,234.25,716.97
2026-01-02T01:45:00Z,transaction_history,very_large,4,4,true,false,false,8,0,65.48,265.23,1266.00
2026-01-02T01:50:00Z,transaction_history,large,2,2,false,false,false,22,0,103.55,284.46,649.01
2026-01-02T01:55:00Z,transaction_history,tiny,3,1,true,false,false,41,5,130.22,254.25,584.65
2026-01-02T02:00:00Z,verification_audit,large,0,1,false,false,false,42,0,133.05,239.80,605.21
2026-01-02T02:05:00Z,account_summary,small,2,4,false,true,false,29,1,104.42,249.97,310.43
2026-01-02T02:10:00Z,statement_lookup,small,0,2,false,false,false,44,2,127.46,314.78,195.24
2026-01-02T02:15:00Z,statement_lookup,small,1,1,false,false,false,27,0,93.04,179.36,256.93
2026-01-02T02:20:00Z,member_search,very_large,3,1,false,false,false,34,0,104.13,276.24,910.09
2026-01-02T02:25:00Z,member_search,tiny,3,5,false,false,false,40,0,107.93,339.92,238.60
2026-01-02T02:30:00Z,transaction_history,large,0,6,true,false,false,44,0,111.16,346.59,700.00
2026-01-02T02:35:00Z,transaction_history,large,3,2,true,true,false,31,0,103.99,248.46,999.17
2026-01-02T02:40:00Z,transaction_history,medium,0,5,true,false,false,34,0,110.25,341.55,472.07
2026-01-02T02:45:00Z,transfer_history,medium,4,4,false,false,false,48,3,145.40,293.52,624.49
2026-01-02T02:50:00Z,statement_lookup,large,4,5,false,true,true,44,1,147.63,243.12,781.00
2026-01-02T02:55:00Z,account_summary,medium,2,5,true,false,false,32,0,103.79,189.17,396.43
2026-01-02T03:00:00Z,transfer_history,small,2,5,true,true,true,45,0,102.86,312.65,567.47
2026-01-02T03:05:00Z,statement_lookup,very_large,1,6,false,false,false,41,11,140.11,249.25,1214.87
2026-01-02T03:10:00Z,transaction_history,very_large,4,3,true,false,false,28,2,88.56,329.05,1410.27
2026-01-02T03:15:00Z,transfer_history,tiny,4,5,true,false,false,34,0,67.63,361.82,601.45
2026-01-02T03:20:00Z,transaction_history,small,3,5,false,false,false,40,0,75.71,242.23,424.03
2026-01-02T03:25:00Z,transaction_history,small,0,6,false,false,false,23,0,77.37,240.71,373.92
2026-01-02T03:30:00Z,account_summary,medium,4,4,true,false,false,39,0,102.15,333.92,475.30
2026-01-02T03:35:00Z,member_search,very_large,3,3,false,true,true,29,0,115.36,253.10,1251.89
2026-01-02T03:40:00Z,verification_audit,medium,0,2,true,false,false,33,0,96.66,200.44,552.17
2026-01-02T03:45:00Z,transaction_history,small,1,2,false,false,false,53,0,165.18,267.70,266.05
2026-01-02T03:50:00Z,member_search,medium,3,5,true,false,false,45,0,125.19,353.49,749.44
2026-01-02T03:55:00Z,account_summary,small,1,4,true,false,false,39,0,122.30,257.79,392.22
2026-01-02T04:00:00Z,member_search,very_large,4,6,false,false,false,32,10,147.08,343.30,1053.45
2026-01-02T04:05:00Z,account_summary,tiny,0,5,false,true,true,47,0,128.41,233.00,368.60
2026-01-02T04:10:00Z,statement_lookup,small,3,2,true,false,false,24,0,111.16,171.12,563.55
2026-01-02T04:15:00Z,transfer_history,small,2,2,false,false,false,30,0,113.88,277.47,391.89
2026-01-02T04:20:00Z,transfer_history,large,4,1,false,true,true,27,0,90.50,302.35,858.53
2026-01-02T04:25:00Z,member_search,small,2,5,true,false,false,29,0,77.58,254.91,437.79
2026-01-02T04:30:00Z,member_search,large,1,4,false,true,true,33,0,96.05,299.21,673.43
2026-01-02T04:35:00Z,statement_lookup,large,2,4,true,false,false,29,0,123.86,271.23,690.66
2026-01-02T04:40:00Z,verification_audit,large,4,4,true,false,false,32,0,136.78,309.96,788.87
2026-01-02T04:45:00Z,transaction_history,medium,4,5,false,false,false,32,0,94.59,429.02,540.96
2026-01-02T04:50:00Z,account_summary,medium,2,6,true,true,true,30,0,117.49,280.14,569.43
2026-01-02T04:55:00Z,account_summary,medium,3,1,false,false,false,46,7,172.14,379.81,444.61
2026-01-02T05:00:00Z,transaction_history,very_large,4,3,false,true,true,46,0,113.09,316.26,1167.59
2026-01-02T05:05:00Z,transaction_history,small,4,4,false,false,false,24,0,93.98,197.81,517.05
2026-01-02T05:10:00Z,transfer_history,tiny,0,5,false,true,true,36,0,110.62,285.38,366.78
2026-01-02T05:15:00Z,member_search,medium,3,1,false,false,false,35,0,118.09,262.12,471.51
2026-01-02T05:20:00Z,member_search,medium,0,4,true,false,false,48,0,130.34,323.93,539.90
2026-01-02T05:25:00Z,account_summary,tiny,2,4,true,false,false,26,0,78.25,245.24,366.57
2026-01-02T05:30:00Z,statement_lookup,medium,3,3,false,false,false,38,0,120.41,224.09,409.47
2026-01-02T05:35:00Z,transaction_history,small,1,2,false,true,true,29,0,110.64,271.51,411.83
2026-01-02T05:40:00Z,transaction_history,very_large,1,6,false,false,false,52,0,145.32,373.13,1109.90
2026-01-02T05:45:00Z,transaction_history,very_large,0,2,true,false,false,44,0,148.17,328.62,1129.47
2026-01-02T05:50:00Z,member_search,small,2,1,false,true,false,41,6,130.44,258.96,460.25
2026-01-02T05:55:00Z,statement_lookup,small,2,1,false,true,true,29,2,104.75,259.64,381.11
2026-01-02T06:00:00Z,transaction_history,small,1,6,true,false,false,35,0,121.66,313.64,453.66
2026-01-02T06:05:00Z,statement_lookup,tiny,0,4,true,true,false,37,1,122.88,396.78,334.70
2026-01-02T06:10:00Z,account_summary,large,3,4,false,true,true,31,0,99.24,244.58,707.61
2026-01-02T06:15:00Z,account_summary,medium,1,3,false,false,false,35,1,109.65,315.52,372.32
2026-01-02T06:20:00Z,transfer_history,medium,3,3,false,false,false,33,4,106.70,228.82,458.70
2026-01-02T06:25:00Z,account_summary,small,2,6,false,false,false,33,0,92.69,286.44,199.31
2026-01-02T06:30:00Z,statement_lookup,tiny,3,1,true,false,false,39,0,129.61,233.07,387.95
2026-01-02T06:35:00Z,transfer_history,tiny,0,3,true,false,false,26,0,105.75,97.67,395.94
2026-01-02T06:40:00Z,verification_audit,small,1,4,false,false,false,41,0,117.66,268.19,409.88
2026-01-02T06:45:00Z,account_summary,very_large,2,1,false,false,false,41,0,109.86,298.96,909.01
2026-01-02T06:50:00Z,member_search,tiny,2,3,false,true,true,30,0,96.75,233.30,515.09
2026-01-02T06:55:00Z,transfer_history,very_large,2,3,false,false,false,34,0,141.90,280.63,1098.63
2026-01-02T07:00:00Z,statement_lookup,large,2,5,false,false,false,42,0,124.53,317.48,556.04
2026-01-02T07:05:00Z,statement_lookup,tiny,0,3,false,false,false,40,0,144.29,432.86,87.50
2026-01-02T07:10:00Z,transfer_history,large,3,4,false,false,false,60,4,170.78,457.78,801.24
2026-01-02T07:15:00Z,account_summary,medium,4,3,false,true,false,57,14,209.79,364.96,731.03
2026-01-02T07:20:00Z,account_summary,medium,3,5,false,true,true,39,3,124.69,294.88,609.21
2026-01-02T07:25:00Z,transaction_history,tiny,0,2,false,false,false,45,0,144.23,411.66,484.20
2026-01-02T07:30:00Z,transfer_history,medium,3,5,false,true,true,31,0,103.77,381.18,470.67
2026-01-02T07:35:00Z,transaction_history,large,2,3,true,false,false,40,0,127.61,354.57,756.61
2026-01-02T07:40:00Z,transaction_history,medium,3,3,false,false,false,49,9,140.58,291.49,428.36
2026-01-02T07:45:00Z,transaction_history,very_large,2,5,true,true,true,40,2,102.02,439.78,1333.10
2026-01-02T07:50:00Z,transaction_history,large,0,2,true,true,false,47,0,120.43,458.54,941.77
2026-01-02T07:55:00Z,account_summary,medium,2,1,false,true,false,38,0,140.47,469.28,393.46
2026-01-02T08:00:00Z,transaction_history,medium,2,5,false,false,false,53,10,185.60,584.16,506.00
2026-01-02T08:05:00Z,statement_lookup,very_large,2,5,true,false,false,45,0,168.49,447.46,1251.23
2026-01-02T08:10:00Z,statement_lookup,tiny,2,4,false,false,false,46,3,136.17,478.67,365.39
2026-01-02T08:15:00Z,transfer_history,medium,4,6,false,false,false,54,1,152.45,492.67,533.46
2026-01-02T08:20:00Z,account_summary,small,0,1,false,false,false,52,9,200.44,549.31,357.31
2026-01-02T08:25:00Z,transfer_history,small,0,1,false,false,false,53,10,161.80,543.19,306.83
2026-01-02T08:30:00Z,verification_audit,large,2,2,false,true,false,55,9,169.25,536.43,799.95
2026-01-02T08:35:00Z,transaction_history,small,0,2,false,false,false,54,0,123.28,563.65,204.06
2026-01-02T08:40:00Z,transfer_history,medium,4,3,true,false,false,55,8,177.30,562.76,673.28
2026-01-02T08:45:00Z,verification_audit,very_large,0,1,true,false,false,57,0,158.57,605.70,1499.18
2026-01-02T08:50:00Z,member_search,very_large,1,1,false,false,false,57,5,155.24,502.54,1065.95
2026-01-02T08:55:00Z,account_summary,small,2,5,true,false,false,39,2,143.36,492.23,380.26
2026-01-02T09:00:00Z,transaction_history,tiny,4,1,false,false,false,53,6,157.61,628.92,522.49
2026-01-02T09:05:00Z,transaction_history,large,2,5,true,false,false,54,10,161.18,650.37,1023.05
2026-01-02T09:10:00Z,transaction_history,medium,0,2,false,true,false,57,0,166.23,608.81,474.59
2026-01-02T09:15:00Z,transaction_history,very_large,0,1,true,false,false,59,3,138.54,576.55,1315.18
2026-01-02T09:20:00Z,transfer_history,tiny,3,1,true,false,false,56,1,122.66,639.15,324.44
2026-01-02T09:25:00Z,transaction_history,medium,3,4,true,true,false,60,4,195.10,658.46,785.00
2026-01-02T09:30:00Z,transaction_history,small,4,4,true,false,false,59,7,171.69,812.78,697.03
2026-01-02T09:35:00Z,account_summary,very_large,4,6,false,false,false,62,4,177.37,534.02,1010.23
2026-01-02T09:40:00Z,transaction_history,large,0,1,true,true,true,61,10,178.77,669.89,1173.95
2026-01-02T09:45:00Z,account_summary,medium,3,3,true,false,false,47,1,119.11,571.60,699.93
2026-01-02T09:50:00Z,statement_lookup,large,0,3,false,false,false,81,11,238.53,814.48,933.08
2026-01-02T09:55:00Z,account_summary,medium,2,2,false,true,true,56,18,203.37,579.82,598.95
2026-01-02T10:00:00Z,account_summary,large,0,4,false,false,false,61,6,155.88,702.26,575.40
2026-01-02T10:05:00Z,transfer_history,large,2,4,false,false,false,39,0,110.61,659.56,697.74
2026-01-02T10:10:00Z,transfer_history,medium,4,3,false,false,false,62,1,121.22,627.78,562.24
2026-01-02T10:15:00Z,account_summary,medium,2,1,true,false,false,58,2,161.40,707.20,458.08
2026-01-02T10:20:00Z,verification_audit,very_large,4,6,false,false,false,57,4,158.19,767.41,1209.82
2026-01-02T10:25:00Z,transfer_history,tiny,0,4,true,false,false,55,0,176.00,768.75,335.34
2026-01-02T10:30:00Z,statement_lookup,tiny,3,2,false,true,true,82,24,292.86,815.72,1317.77
2026-01-02T10:35:00Z,transfer_history,tiny,0,5,true,false,false,67,6,192.87,709.52,707.75
2026-01-02T10:40:00Z,statement_lookup,medium,1,6,false,false,false,64,4,156.70,907.24,424.47
2026-01-02T10:45:00Z,transfer_history,large,0,3,false,false,false,86,20,268.49,732.55,955.57
2026-01-02T10:50:00Z,transaction_history,small,0,4,true,false,false,61,8,205.72,815.42,591.36
2026-01-02T10:55:00Z,account_summary,medium,3,4,false,true,true,56,8,176.04,746.40,599.14
2026-01-02T11:00:00Z,account_summary,small,2,1,false,true,false,59,10,184.64,791.17,545.44
2026-01-02T11:05:00Z,account_summary,large,2,4,true,true,true,72,15,252.32,750.43,1315.27
2026-01-02T11:10:00Z,account_summary,tiny,1,3,false,false,false,67,11,186.49,807.59,483.37
2026-01-02T11:15:00Z,statement_lookup,small,2,4,false,false,false,73,1,168.69,744.87,411.57
2026-01-02T11:20:00Z,member_search,small,1,4,false,false,false,58,0,142.97,737.75,390.71
2026-01-02T11:25:00Z,statement_lookup,very_large,3,4,false,false,false,73,16,252.36,775.33,1514.49
2026-01-02T11:30:00Z,member_search,large,2,2,false,false,false,69,15,216.77,714.63,705.76
2026-01-02T11:35:00Z,member_search,medium,0,1,false,true,true,69,8,225.48,779.77,676.59
2026-01-02T11:40:00Z,member_search,tiny,2,4,false,false,false,69,7,168.42,801.48,347.80
2026-01-02T11:45:00Z,member_search,very_large,4,1,true,true,true,61,5,190.87,742.84,1593.25
2026-01-02T11:50:00Z,transfer_history,medium,1,6,false,false,false,60,6,175.56,731.08,682.28
2026-01-02T11:55:00Z,account_summary,medium,1,5,false,false,false,57,6,192.37,706.72,567.11
2026-01-02T12:00:00Z,verification_audit,medium,2,2,false,true,false,66,4,208.34,801.71,719.28
2026-01-02T12:05:00Z,account_summary,small,3,2,false,false,false,74,21,287.38,871.48,704.27
2026-01-02T12:10:00Z,transaction_history,small,0,3,true,false,false,56,0,151.28,759.32,499.23
2026-01-02T12:15:00Z,transaction_history,medium,3,2,false,false,false,65,8,164.44,777.71,614.12
2026-01-02T12:20:00Z,verification_audit,tiny,2,3,false,false,false,70,11,216.22,747.27,789.18
2026-01-02T12:25:00Z,account_summary,small,4,4,false,false,false,58,0,171.10,824.05,563.04
2026-01-02T12:30:00Z,transaction_history,small,3,1,false,true,true,59,5,175.92,781.17,741.45
2026-01-02T12:35:00Z,member_search,medium,1,6,false,false,false,52,3,149.99,745.77,488.60
2026-01-02T12:40:00Z,verification_audit,medium,1,4,true,false,false,69,12,225.75,819.45,761.61
2026-01-02T12:45:00Z,transfer_history,large,2,3,true,false,false,52,3,156.11,776.09,953.90
2026-01-02T12:50:00Z,member_search,large,4,1,true,false,false,65,1,181.75,688.04,1046.15
2026-01-02T12:55:00Z,transaction_history,tiny,3,6,false,false,false,47,10,162.36,752.23,582.87
2026-01-02T13:00:00Z,account_summary,medium,0,6,false,true,true,59,14,217.65,731.62,893.94
2026-01-02T13:05:00Z,statement_lookup,very_large,4,6,true,false,false,73,3,182.21,805.69,1551.38
2026-01-02T13:10:00Z,statement_lookup,tiny,2,6,true,false,false,76,14,257.08,742.92,518.37
2026-01-02T13:15:00Z,account_summary,tiny,0,5,true,false,false,59,6,180.69,743.26,407.17
2026-01-02T13:20:00Z,transaction_history,tiny,3,2,false,true,true,60,5,165.10,830.45,778.90
2026-01-02T13:25:00Z,transaction_history,medium,4,2,true,false,false,62,8,182.34,762.56,741.42
2026-01-02T13:30:00Z,member_search,tiny,3,4,true,true,false,68,3,173.18,851.74,677.36
2026-01-02T13:35:00Z,transaction_history,medium,3,4,true,true,true,60,3,156.71,671.83,818.64
2026-01-02T13:40:00Z,transfer_history,tiny,1,5,false,false,false,71,6,183.44,865.64,436.57
2026-01-02T13:45:00Z,member_search,small,2,4,false,false,false,49,7,145.82,847.55,490.81
2026-01-02T13:50:00Z,transaction_history,small,4,6,false,true,true,52,2,131.33,751.80,690.97
2026-01-02T13:55:00Z,transaction_history,large,4,5,true,false,false,78,13,229.38,814.48,1402.70
2026-01-02T14:00:00Z,transaction_history,tiny,0,1,true,false,false,51,2,167.52,677.81,381.55
2026-01-02T14:05:00Z,member_search,medium,0,3,true,false,false,69,0,162.58,811.90,621.91
2026-01-02T14:10:00Z,transaction_history,tiny,2,2,false,false,false,65,13,225.55,710.00,575.21
2026-01-02T14:15:00Z,member_search,very_large,1,6,false,true,true,63,6,189.47,745.86,1175.75
2026-01-02T14:20:00Z,account_summary,large,4,6,false,true,false,71,16,250.47,734.19,1287.99
2026-01-02T14:25:00Z,account_summary,small,4,1,false,true,true,62,0,162.70,761.40,584.73
2026-01-02T14:30:00Z,statement_lookup,tiny,1,1,false,false,false,64,8,159.20,694.06,254.62
2026-01-02T14:35:00Z,verification_audit,large,0,4,false,false,false,65,8,201.28,687.48,852.20
2026-01-02T14:40:00Z,transaction_history,small,1,6,false,false,false,71,20,228.11,817.82,631.89
2026-01-02T14:45:00Z,account_summary,large,0,6,false,true,false,72,9,194.24,764.07,830.31
2026-01-02T14:50:00Z,member_search,tiny,0,6,true,false,false,75,3,190.41,758.66,315.14
2026-01-02T14:55:00Z,member_search,medium,2,1,false,true,true,49,15,218.85,671.59,774.69
2026-01-02T15:00:00Z,member_search,large,4,4,true,false,false,70,12,230.04,544.68,1241.48
2026-01-02T15:05:00Z,transfer_history,tiny,1,1,true,false,false,54,0,145.95,562.00,473.12
2026-01-02T15:10:00Z,transfer_history,medium,4,4,false,true,true,73,8,202.41,649.71,681.28
2026-01-02T15:15:00Z,account_summary,tiny,2,3,false,false,false,68,14,190.82,595.41,478.63
2026-01-02T15:20:00Z,member_search,small,0,6,false,false,false,64,4,136.37,702.99,460.68
2026-01-02T15:25:00Z,verification_audit,small,3,2,false,false,false,54,0,110.66,780.41,460.96
2026-01-02T15:30:00Z,account_summary,small,3,6,true,true,true,55,2,137.72,585.73,449.79
2026-01-02T15:35:00Z,account_summary,small,3,6,false,true,true,59,0,139.43,695.96,483.02
2026-01-02T15:40:00Z,member_search,medium,4,4,false,false,false,64,14,215.63,699.48,699.81
2026-01-02T15:45:00Z,statement_lookup,small,0,3,true,false,false,54,6,185.69,597.78,452.09
2026-01-02T15:50:00Z,transfer_history,small,2,2,true,true,true,52,3,146.03,542.16,594.22
2026-01-02T15:55:00Z,member_search,large,2,1,false,true,true,55,5,148.09,724.18,825.38
2026-01-02T16:00:00Z,account_summary,tiny,2,6,false,true,false,47,2,131.46,586.34,381.05
2026-01-02T16:05:00Z,transaction_history,medium,2,5,true,true,false,48,0,145.87,528.07,609.64
2026-01-02T16:10:00Z,account_summary,small,1,3,true,false,false,57,8,183.93,574.17,341.94
2026-01-02T16:15:00Z,account_summary,small,3,6,false,true,false,58,1,156.00,633.07,578.95
2026-01-02T16:20:00Z,transaction_history,medium,0,6,false,false,false,57,0,110.44,546.35,364.18
2026-01-02T16:25:00Z,account_summary,medium,1,5,false,false,false,67,11,180.76,621.65,434.93
2026-01-02T16:30:00Z,transaction_history,medium,1,1,true,true,true,67,0,178.30,593.14,839.29
2026-01-02T16:35:00Z,transfer_history,tiny,4,4,true,true,true,39,0,118.28,353.25,643.11
2026-01-02T16:40:00Z,verification_audit,small,0,4,false,false,false,50,0,152.12,500.56,347.38
2026-01-02T16:45:00Z,member_search,medium,3,2,false,false,false,48,2,124.85,532.75,540.82
2026-01-02T16:50:00Z,account_summary,medium,3,6,true,true,true,58,11,151.71,577.67,699.99
2026-01-02T16:55:00Z,verification_audit,tiny,0,3,false,false,false,52,11,166.37,492.61,619.42
2026-01-02T17:00:00Z,statement_lookup,very_large,4,5,true,true,true,51,0,116.55,441.57,1522.62
2026-01-02T17:05:00Z,member_search,medium,1,3,false,true,true,61,6,186.17,409.03,509.59
2026-01-02T17:10:00Z,transaction_history,tiny,4,1,true,false,false,47,0,127.90,388.57,427.32
2026-01-02T17:15:00Z,account_summary,very_large,4,6,false,false,false,31,0,89.49,441.60,1065.89
2026-01-02T17:20:00Z,statement_lookup,small,2,6,true,false,false,44,0,117.26,460.54,357.69
2026-01-02T17:25:00Z,transaction_history,medium,4,4,false,false,false,54,5,134.45,462.86,508.02
2026-01-02T17:30:00Z,account_summary,large,1,1,false,true,true,51,2,109.89,401.49,767.50
2026-01-02T17:35:00Z,verification_audit,tiny,3,3,false,true,true,59,10,182.21,400.41,711.16
2026-01-02T17:40:00Z,transaction_history,small,4,2,false,false,false,41,1,130.83,392.46,603.42
2026-01-02T17:45:00Z,statement_lookup,small,1,3,false,true,false,49,0,145.35,400.60,360.73
2026-01-02T17:50:00Z,verification_audit,small,4,6,false,true,false,43,0,127.81,382.22,524.57
2026-01-02T17:55:00Z,transfer_history,medium,1,4,false,false,false,46,2,140.43,491.77,562.44
2026-01-02T18:00:00Z,account_summary,very_large,4,3,false,false,false,32,0,85.91,168.53,799.60
2026-01-02T18:05:00Z,transfer_history,medium,0,4,false,false,false,34,0,109.42,236.88,414.33
2026-01-02T18:10:00Z,member_search,large,4,2,false,false,false,37,0,115.32,345.23,915.88
2026-01-02T18:15:00Z,statement_lookup,tiny,1,6,false,false,false,44,3,147.40,333.76,391.40
2026-01-02T18:20:00Z,transaction_history,medium,0,2,true,false,false,44,0,139.87,282.76,550.28
2026-01-02T18:25:00Z,transaction_history,very_large,0,4,false,true,true,45,0,134.56,264.35,1254.09
2026-01-02T18:30:00Z,transfer_history,small,2,3,false,false,false,39,0,122.55,334.12,167.18
2026-01-02T18:35:00Z,transaction_history,large,3,3,false,false,false,40,0,77.60,264.61,942.15
2026-01-02T18:40:00Z,transaction_history,very_large,2,1,true,false,false,50,2,147.59,313.45,1470.84
2026-01-02T18:45:00Z,transaction_history,medium,1,6,false,false,false,46,0,150.89,337.68,441.56
2026-01-02T18:50:00Z,statement_lookup,tiny,3,6,true,true,true,31,0,126.53,230.45,427.10
2026-01-02T18:55:00Z,account_summary,small,1,6,true,false,false,33,0,114.91,260.40,376.79
2026-01-02T19:00:00Z,member_search,medium,2,2,false,false,false,33,0,128.96,303.79,236.11
2026-01-02T19:05:00Z,transaction_history,tiny,2,4,true,false,false,37,0,106.04,277.57,591.74
2026-01-02T19:10:00Z,verification_audit,small,1,5,true,false,false,33,1,103.91,290.78,490.84
2026-01-02T19:15:00Z,statement_lookup,very_large,0,6,false,false,false,42,0,108.28,338.59,939.92
2026-01-02T19:20:00Z,account_summary,small,2,1,true,false,false,38,1,111.62,281.55,261.19
2026-01-02T19:25:00Z,member_search,medium,3,4,false,false,false,40,0,126.81,198.29,355.18
2026-01-02T19:30:00Z,member_search,medium,3,1,false,false,false,46,8,135.71,315.88,649.16
2026-01-02T19:35:00Z,account_summary,small,3,4,true,true,true,55,10,205.88,353.00,676.03
2026-01-02T19:40:00Z,transaction_history,small,1,6,true,true,true,27,0,92.90,254.55,681.97
2026-01-02T19:45:00Z,statement_lookup,tiny,1,6,true,false,false,42,0,122.56,281.87,205.90
2026-01-02T19:50:00Z,transfer_history,small,2,4,true,false,false,47,1,123.69,329.41,557.47
2026-01-02T19:55:00Z,statement_lookup,large,4,1,true,false,false,44,0,118.96,382.59,926.57
2026-01-02T20:00:00Z,account_summary,medium,4,2,false,false,false,47,4,134.08,295.20,525.40
2026-01-02T20:05:00Z,member_search,large,2,6,true,false,false,48,0,118.99,273.67,899.13
2026-01-02T20:10:00Z,member_search,large,0,4,true,false,false,40,0,117.18,210.95,828.11
2026-01-02T20:15:00Z,statement_lookup,large,3,2,false,false,false,27,0,108.23,193.74,673.76
2026-01-02T20:20:00Z,statement_lookup,large,4,1,false,true,false,21,0,90.32,188.52,806.07
2026-01-02T20:25:00Z,member_search,medium,2,4,true,false,false,36,0,112.18,223.38,536.66
2026-01-02T20:30:00Z,account_summary,very_large,4,5,false,false,false,40,0,103.33,220.90,1011.73
2026-01-02T20:35:00Z,transaction_history,large,4,2,false,false,false,51,0,138.13,249.84,779.91
2026-01-02T20:40:00Z,transaction_history,tiny,0,2,true,true,false,38,0,91.76,301.04,396.25
2026-01-02T20:45:00Z,statement_lookup,tiny,3,5,false,false,false,39,3,138.42,279.88,358.69
2026-01-02T20:50:00Z,transaction_history,tiny,0,3,true,true,true,23,0,77.79,406.87,370.50
2026-01-02T20:55:00Z,transfer_history,small,0,4,false,false,false,41,2,134.96,250.01,380.51
2026-01-02T21:00:00Z,account_summary,medium,3,4,true,true,false,34,0,83.21,309.39,572.27
2026-01-02T21:05:00Z,member_search,tiny,2,6,false,false,false,25,0,93.84,264.59,307.00
2026-01-02T21:10:00Z,statement_lookup,small,4,1,false,false,false,32,0,102.77,283.62,336.88
2026-01-02T21:15:00Z,verification_audit,small,3,2,false,false,false,31,0,89.71,235.92,399.24
2026-01-02T21:20:00Z,transfer_history,medium,3,4,false,false,false,44,0,107.26,204.40,462.35
2026-01-02T21:25:00Z,transfer_history,medium,2,5,false,false,false,45,0,115.36,331.91,466.69
2026-01-02T21:30:00Z,transfer_history,large,2,3,false,false,false,37,0,153.44,260.71,636.10
2026-01-02T21:35:00Z,member_search,large,4,6,true,false,false,41,0,121.99,259.52,916.96
2026-01-02T21:40:00Z,account_summary,large,0,2,false,false,false,41,0,91.02,374.57,564.56
2026-01-02T21:45:00Z,statement_lookup,small,0,1,true,false,false,43,2,95.73,323.36,203.76
2026-01-02T21:50:00Z,transaction_history,small,1,1,false,false,false,46,5,101.62,256.19,330.09
2026-01-02T21:55:00Z,account_summary,tiny,3,6,true,false,false,37,0,119.05,228.41,366.28
2026-01-02T22:00:00Z,account_summary,medium,4,3,true,false,false,44,0,110.63,376.94,501.39
2026-01-02T22:05:00Z,transaction_history,small,3,3,false,true,false,46,2,148.58,384.72,649.61
2026-01-02T22:10:00Z,account_summary,medium,4,6,false,false,false,46,0,121.58,323.00,465.09
2026-01-02T22:15:00Z,transaction_history,medium,4,3,true,false,false,28,0,91.27,233.93,802.39
2026-01-02T22:20:00Z,account_summary,very_large,3,6,true,false,false,59,16,181.37,259.45,1646.91
2026-01-02T22:25:00Z,verification_audit,medium,0,1,false,true,true,26,2,117.15,232.90,444.33
2026-01-02T22:30:00Z,transaction_history,large,3,4,true,false,false,41,1,148.14,310.90,1008.94
